,UNITID,COSTT4_A,GRAD_DEBT_MDN10YR,NPT4_PUB,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P8
2313,198455,11995,156.374547914927,1725,31800,24900,28500
2314,198464,22526,241.187862038277,16162,45800,37300,41700
2315,198491,11077,168.74669011267,4731,26200,23700,27700
2316,198507,13562,227.543520128683,4060,32200,25100,28400
2318,198534,10440,121.919139052316,4081,30700,24400,27100
2319,198543,16603,243.700456469181,6623,34600,27500,30600
2320,198552,10809,106.016642654187,5631,30000,25200,27800
2325,198622,15156,157.975399219005,10990,30600,24900,27800
2353,199087,11223,121.919139052316,5452,28800,25100,27700
2354,199102,18332,286.244935166307,10413,39300,31700,35500
2355,199111,20515,217.334117441085,13069,38800,30000,35000
2356,199120,24498,148.423299715862,13263,68800,49900,60800
2357,199139,23364,227.935781706503,16873,50300,38600,44800
2358,199148,19181,242.332841778942,11110,40900,33100,37400
2359,199157,24739,299.49701549808,15328,35300,28700,31400
2360,199184,22045,253.061726015546,13097,46700,28100,36700
2361,199193,24406,213.316086684491,16239,59500,45000,50700
2363,199218,25235,206.732453175666,19999,46600,36900,41900
2366,199281,17316,265.041606635469,11160,36400,28900,33200
2369,199333,11744,126.97613290692,4214,30600,27800,29700
2377,199494,11126,100.27054062233,3016,27300,25000,25700
2386,199731,10201,111.317474786897,960,27800,24500,25600
2394,199856,11178,127.219971185025,5609,35000,30800,32800
2397,199892,11241,68.910817725222,5285,30200,23900,27300
2399,199926,10616,80.8376900238182,2316,27700,24500,26100
2400,199953,13075,111.317474786897,7661,26800,23500,25100
2404,199999,20618,265.041606635469,13435,37200,31600,33800
2405,200004,18634,231.837194156177,13640,41300,33400,36800
2407,200022,14261,122.268993973074,11096,53600,48500,49900
2408,200059,19807,195.515892382853,14557,49300,42300,49000
2412,200192,15601,109.122930283955,10030,39800,33900,35800
2415,200226,18995,197.031930372808,14225,43300,35700,39000
2416,200253,17425,207.888034580596,12993,46900,38300,43300
2417,200280,23529,233.840908702342,17424,57800,45400,53600
2418,200305,15906,127.219971185025,11811,47700,41100,46400
2419,200314,15645,111.391686436755,8898,43000,37900,37200
2420,200332,22482,245.94800929345,17692,55500,45200,51900
2421,200341,17103,107.066207416464,10463,45800,35600,42500
2426,200572,19078,215.945299422315,13060,41700,37500,42500
2430,200800,24958,246.488694170986,22083,41800,33900,38500
2431,200846,13837,246.488694170986,11010,41800,33900,38500
2442,201283,10145,92.732757329618,5636,35400,30000,32300
2444,201432,16633,265.041606635469,12501,45300,33500,39300
2445,201441,23732,265.041606635469,16310,45300,33500,39300
2453,201672,14598,127.983291012135,11153,35400,29000,33300
2455,201690,19674,325.884557854707,12617,28600,23000,25100
2457,201803,19400,58.3091534598033,14899,32500,27500,29500
2460,201885,26819,225.285365640149,22114,49700,39600,44400
2461,201928,13427,156.003489665637,8852,35300,29100,31500
2462,201946,13732,225.285365640149,10113,49700,39600,44400
2463,201955,16825,225.285365640149,13091,49700,39600,44400
2465,201973,12248,153.618115205918,7433,32100,27200,29700
2468,202134,24364,231.084475993333,15544,46400,37200,42000
2471,202222,11580,92.7539606581489,7254,35500,29000,32300
2472,202356,11184,86.403563763163,5296,30900,25500,28800
2478,202648,17583,172.277044313055,12994,31500,28500,30400
2492,203155,15961,122.809678850611,12517,33200,26400,30500
2495,203331,7915,45.0570731280298,1846,30400,24000,28600
2499,203447,13835,259.74077450276,9518,42400,33500,38500
2500,203456,17451,259.74077450276,12870,42400,33500,38500
2501,203465,11595,259.74077450276,7963,42400,33500,38500
2502,203474,14347,259.74077450276,9443,42400,33500,38500
2503,203483,13797,259.74077450276,9668,42400,33500,38500
2504,203492,13489,259.74077450276,9243,42400,33500,38500
2505,203517,25976,259.74077450276,18778,42400,33500,38500
2506,203526,13385,259.74077450276,9669,42400,33500,38500
2510,203599,10950,156.385149579192,7101,36700,29800,33200
2512,203678,13695,127.219971185025,11518,34700,30800,31700
2515,203748,8942,145.030767150928,4385,33800,28200,31700
2519,203881,10915,87.9938134029759,6773,32900,29300,28900
2523,204006,16688,243.838278104632,13034,55400,40800,48800
2524,204015,15942,243.838278104632,12624,55400,40800,48800
2525,204024,34499,243.838278104632,24592,55400,40800,48800
2532,204255,12457,72.4517735898719,7393,32900,25500,29600
2535,204422,9240,87.4849335182357,4237,31400,25800,28300
2537,204440,15767,103.366226587833,11092,33800,28800,30800
2546,204662,23040,211.778845366005,18473,53600,41500,47400
2547,204671,18525,211.778845366005,14016,53600,41500,47400
2548,204680,21688,211.778845366005,16130,53600,41500,47400
2549,204699,18234,211.778845366005,13190,53600,41500,47400
2550,204705,20627,211.778845366005,15806,53600,41500,47400
2555,204796,27817,211.778845366005,18623,53600,41500,47400
2556,204802,11801,223.228642772657,6627,45800,35900,41200
2557,204820,12269,223.228642772657,7474,45800,35900,41200
2558,204839,12036,223.228642772657,6947,45800,35900,41200
2559,204848,12036,223.228642772657,7447,45800,35900,41200
2560,204857,27672,223.228642772657,19695,45800,35900,41200
2561,204866,12455,223.228642772657,7760,45800,35900,41200
2566,204945,12799,176.697938311734,9702,34400,29200,32400
2578,205443,21451,243.838278104632,15477,37500,28600,32500
2579,205470,9951,127.219971185025,4844,32100,27200,30300
2581,205841,10593,146.154543563063,6869,37100,28300,32800
2584,205966,12621,121.463267488902,8342,31100,25200,27300
2585,206011,16901,185.529124644828,13148,32600,28900,30000
2588,206084,25257,235.887029905567,16650,52800,37900,45100
2598,206446,11134,116.618306919606,6433,31300,27100,29400
2604,206604,22557,241.187862038277,15455,46100,34500,39300
2605,206613,15198,241.187862038277,11477,46100,34500,39300
2607,206695,19279,254.43994237005,12318,40200,32200,37200
2612,206914,16268,227.935781706503,8919,38200,30400,34400
2613,206923,13228,99.2527808528506,5449,30900,26900,29400
2615,206941,24564,222.634949573794,17116,44900,36900,40900
2616,206996,18099,121.919139052316,12292,32500,28800,33600
2617,207041,17393,187.342009234215,11157,42200,33200,38500
2618,207050,12008,126.159804758483,5349,33700,28900,31800
2619,207069,15250,71.5612337915767,5500,37100,29100,36100
2623,207209,20602,275.643270900888,11951,31100,25400,28800
2624,207236,18503,141.924479521161,13115,35700,30500,32300
2626,207263,18039,184.119103297527,9769,41000,33500,36500
2627,207281,13110,116.618306919606,7182,35800,31900,34600
2628,207290,16009,116.618306919606,9071,34200,29200,31300
2629,207306,18658,183.991883326342,10970,41700,34600,37800
2633,207351,14148,132.520803317734,7210,40800,33800,38600
2634,207388,24239,217.334117441085,13188,55300,42600,50500
2635,207397,12503,151.073715782217,8617,39300,32500,37000
2637,207449,11449,110.13008838917,5705,38200,30800,36600
2639,207500,30260,218.966773737959,19867,61900,48600,56000
2640,207564,16011,120.159262784256,9411,42700,38500,42100
2642,207661,19741,217.334117441085,13361,39300,33100,36300
2643,207670,15152,110.819196566422,9437,36300,30700,33800
2645,207722,19284,230.586197772858,9215,36400,30400,36100
2646,207740,20202,116.618306919606,13407,32900,25700,29100
2648,207847,17625,180.228292512119,10426,41000,34300,37000
2650,207865,21765,169.138951690491,12238,48200,39400,44900
2651,207935,12347,129.584142316213,5467,36900,31500,34700
2654,208035,13583,100.715810521478,4856,35400,31200,36100
2657,208275,18442,127.219971185025,10912,34900,29200,31200
2658,208318,18079,127.219971185025,11745,36900,28500,33000
2659,208390,14418,135.934539211199,7581,35600,28400,33200
2660,208406,9729,127.135157870902,5389,37900,30200,36600
2661,208415,15743,123.000508807388,11565,31800,27500,33300
2666,208646,22974,217.334117441085,15620,44100,36000,39900
2670,209038,14411,156.491166221846,8203,35000,27400,31300
2673,209074,17929,126.806506278674,12967,37200,29700,32700
2678,209250,13925,144.892945515478,8557,38100,30900,34300
2683,209506,24778,238.537445971922,16029,57800,52900,55800
2684,209542,28582,224.977917376452,18010,56700,42700,49000
2685,209551,28863,213.506916641268,18699,51300,39800,47000
2693,209746,15140,137.811033786178,9399,41200,32500,36500
2694,209807,21620,217.334117441085,13334,50800,38400,44400
2697,209940,14413,180.673562411266,8110,32900,26500,28800
2698,210146,18393,215.553037844494,9931,43400,32100,36100
2699,210155,15834,127.219971185025,9202,36200,26300,30300
2700,210234,13181,127.219971185025,5946,32000,27100,30500
2701,210270,15649,95.414978388769,10111,34600,27600,31100
2707,210429,23263,218.489698846015,15027,43400,33300,37400
2713,210605,13781,134.42910288551,9220,35800,29100,32600
2723,211079,11741,158.208635832844,7207,44900,33900,39500
2726,211158,23256,275.643270900888,18792,48100,38200,42600
2729,211307,12427,127.219971185025,8166,42300,32800,38400
2732,211343,10962,106.228675939496,6564,35200,28400,33400
2734,211361,26460,251.52448469706,19932,44800,35100,39800
2741,211608,24994,230.957256022148,12892,31600,23700,27000
2743,211644,20940,274.318062867711,13992,40600,33200,36800
2746,211927,16747,140.472051516798,13048,42000,32400,36200
2752,212115,22754,256.751105179912,17974,47200,35300,43100
2754,212160,22017,275.643270900888,17096,38100,29000,33300
2777,212878,16392,185.529124644828,11036,37800,31200,33800
2783,213020,28307,284.103398984692,20201,44200,33400,38500
2791,213349,28612,275.643270900888,21898,43900,34200,39100
2802,213525,14011,116.618306919606,10574,36400,29300,33800
2807,213598,24134,299.49701549808,14404,36200,26900,30000
2808,213613,20675,280.944103033597,15583,43400,34000,37500
2811,213659,13251,116.618306919606,8595,35200,29100,32500
2814,213783,22160,275.643270900888,12733,41300,33300,38600
2821,214041,24459,249.213321887199,19504,46000,35600,40600
2823,214111,12165,130.919952013656,7879,41100,32400,36300
2830,214379,13047,164.272787792664,8048,36400,28600,32500
2847,215239,19060,113.967890853251,13943,35900,28600,32200
2848,215266,28376,257.090358436405,17105,61200,44300,50000
2849,215275,27783,257.090358436405,18362,61200,44300,50000
2850,215284,27768,257.090358436405,17836,61200,44300,50000
2851,215293,34777,257.090358436405,27926,61200,44300,50000
2852,215309,17270,257.090358436405,8488,61200,44300,50000
2861,215585,14462,92.7645623224143,8491,34300,28200,32000
2878,216010,28491,265.041606635469,22012,48200,35800,42200
2879,216038,18684,265.041606635469,14058,44800,36300,40900
2887,216296,14869,105.910626011533,9797,46700,35400,39500
2889,216339,32954,258.627599754891,23108,59000,42200,50300
2906,216764,18257,249.139110237341,13183,51200,39500,44400
2911,216825,10776,116.618306919606,5678,35200,29100,32000
2925,217420,16272,217.334117441085,10986,43900,35900,40700
2926,217475,11613,115.770173778373,6085,34300,28400,31700
2927,217484,31539,235.887029905567,19925,58400,42500,50700
2933,217615,11414,129.87038725138,2685,30600,26700,28900
2937,217712,15093,106.016642654187,6715,30300,24900,28700
2942,217819,30219,246.488694170986,18394,48700,36400,43100
2945,217864,30400,223.652709343274,19731,59600,44700,52500
2947,217882,33004,227.935781706503,22116,58900,48100,53900
2953,217989,21188,161.675380047636,15009,20700,17500,18100
2955,218025,10174,129.87038725138,2702,30300,24900,27700
2956,218061,22562,286.244935166307,13020,36900,32100,35100
2958,218113,14698,163.180816373325,7234,34700,29100,31900
2959,218140,12364,151.073715782217,4707,29800,25900,29000
2962,218229,25497,265.041606635469,16955,38100,31400,34900
2965,218353,12138,127.219971185025,6030,32600,27600,31200
2969,218487,14629,111.974777971353,5218,29400,25900,27700
2970,218520,20416,159.024963981281,11596,29200,25600,28900
2972,218645,20205,257.35540004304,12309,40800,34200,37200
2973,218654,23189,254.43994237005,15587,40400,33800,35200
2974,218663,28856,227.935781706503,20796,53900,43900,49900
2976,218681,20215,116.618306919606,12262,29200,24900,27700
2977,218690,17547,98.0653944551237,9085,39400,29900,32600
2978,218706,19694,116.618306919606,10942,35400,24000,28400
2979,218724,24910,251.789526303696,14382,44500,33500,39900
2980,218733,29823,328.651592227982,21075,32500,25000,29800
2981,218742,23482,236.523129761493,14661,41300,36400,39600
2984,218830,14046,68.910817725222,2565,31700,26800,29400
2985,218858,12230,105.772804376083,4053,29400,24100,27500
2986,218885,16318,95.414978388769,5344,30500,29100,29800
2987,218894,11746,138.129083714141,1057,35100,28800,31900
2990,218964,27620,285.979893559671,17033,39800,31300,35600
2992,218991,14858,74.2116498579314,5600,29600,26600,27800
2995,219046,20377,275.643270900888,16448,40500,31300,35900
2996,219082,22413,249.139110237341,18619,43100,35400,39700
2999,219143,17561,127.219971185025,14595,38900,34900,36200
3001,219189,16069,127.219971185025,13034,45400,40300,41500
3005,219259,21971,236.629146404147,16810,37300,33400,37000
3009,219347,24661,286.244935166307,19592,62400,56400,61100
3010,219356,22303,246.488694170986,18402,50200,41100,45600
3015,219426,20609,127.219971185025,16445,40700,36100,38100
3017,219471,23245,250.114463349759,19415,49500,37100,44500
3018,219480,20417,159.024963981281,14788,37900,31800,32900
3022,219602,23439,217.832395661559,14480,38800,31400,35000
3028,219824,13157,110.458739981398,6935,33200,28400,30200
3032,219879,14375,84.325637567141,8004,32100,26500,28100
3033,219888,12711,90.1141462560596,7644,34600,29100,31500
3040,220057,12193,73.1514834313896,4912,29800,26300,28200
3041,220075,23178,206.117556648272,13220,40600,32700,37100
3069,220862,23803,247.018777384257,14023,43200,35100,39000
3071,220978,21437,212.033285308375,12553,44400,33600,39200
3077,221184,12706,101.722968626693,6304,33600,28200,29900
3083,221397,11290,89.6264696998503,4078,32600,27300,30200
3093,221643,11979,92.4995207157788,5331,33300,27800,30900
3097,221740,23093,206.732453175666,12732,42600,33900,39000
3098,221759,32498,217.334117441085,18853,56700,41600,51000
3099,221768,21040,222.889389516164,10857,40100,30800,35400
3101,221838,22534,286.244935166307,12494,39800,31200,35500
3102,221847,23757,165.916045753803,14795,46700,35400,40300
3104,221908,12805,72.377561940014,5907,29900,25400,28200
3108,222053,13332,80.0425652039118,6645,34800,30100,32100
3112,222567,15324,47.9089208154274,8235,42000,36700,40000
3113,222576,10896,159.024963981281,4956,36800,31300,34800
3116,222831,20712,212.033285308375,13499,46300,36100,41400
3121,222992,12064,111.306873122631,6612,40300,31700,36000
3129,223427,19764,121.919139052316,18104,44500,35800,41200
3132,223506,9262,59.8039881212273,1972,43500,37400,38800
3133,223816,13232,71.5612337915767,8626,34900,29000,32800
3135,223898,15135,100.715810521478,6984,34600,29400,33200
3136,223922,16421,116.618306919606,10805,37900,31800,32400
3139,224110,10068,119.268722985961,6190,37600,34100,36000
3140,224147,23035,243.838278104632,17998,48600,39100,44500
3147,224350,11516,58.3091534598033,5224,38000,32600,35000
3149,224545,22050,200.933342822482,14204,39200,34800,37500
3150,224554,23353,217.334117441085,13931,41900,36000,38300
3151,224615,9834,100.715810521478,3704,34100,29400,31600
3152,224642,12037,69.6105275667397,3767,31700,26100,29800
3159,224891,11056,100.715810521478,5786,34700,33600,35500
3160,224961,11988,109.313760240733,6004,40100,31800,34300
3161,225070,9575,129.87038725138,3170,36000,31300,33400
3164,225308,13692,110.532951631256,5936,35600,29400,32300
3165,225371,12784,106.016642654187,8564,34800,31600,34800
3167,225414,27188,189.038275516682,15502,52900,45500,49200
3168,225423,12028,147.585768238894,6905,39300,31900,35300
3169,225432,21607,198.781204976602,13100,49300,42500,45100
3170,225502,21013,201.14537610779,10872,46200,43800,44800
3171,225511,24014,192.886679645029,13798,60600,47100,55000
3172,225520,13502,100.715810521478,7456,35700,30700,35600
3179,226019,13581,158.675109060522,5487,34400,32700,32800
3180,226091,21356,225.285365640149,13351,46000,37200,42000
3181,226107,7852,116.183638684724,2253,34600,31600,34800
3182,226116,12583,140.472051516798,6775,36700,27100,35100
3184,226134,11346,31.3703245613741,5755,35600,29400,33600
3185,226152,14898,159.024963981281,4667,46700,36000,41400
3186,226204,10961,79.5124819906408,5939,43100,35300,40700
3190,226408,8428,63.1859190218959,2398,38100,34400,37200
3192,226578,13373,111.317474786897,6649,34400,29600,33000
3195,226806,11503,113.119757712018,3749,45400,37000,41000
3196,226833,20142,222.952999501757,10203,47000,42400,45900
3201,227146,16864,116.618306919606,13520,34200,29700,32500
3202,227182,14166,91.1743126826015,8654,40800,34000,37800
3203,227216,22558,204.082037109311,12006,49300,39300,43900
3204,227225,14353,116.045817049274,9907,31400,28500,31700
3207,227304,10866,82.1628980569955,6754,43400,36000,38300
3211,227368,14970,137.291552237173,5363,44200,34200,40600
3212,227377,10218,95.414978388769,5590,38200,30600,34600
3213,227386,14068,111.317474786897,5368,39800,30600,35200
3214,227401,13339,56.6340905058671,7251,31100,27300,29200
3216,227526,25513,286.244935166307,14847,40700,34300,38600
3217,227687,11763,100.715810521478,4167,33800,29900,31400
3221,227854,11616,100.715810521478,5273,34000,29700,32500
3223,227881,23209,233.056385546701,15446,49700,39300,45600
3224,227924,11405,111.317474786897,5157,36000,29800,32800
3225,227979,14550,100.715810521478,9644,42600,35000,37900
3229,228158,12190,111.317474786897,7258,41200,32000,37600
3236,228316,13511,65.7303184455964,6753,33800,29200,31900
3239,228431,24550,248.174358789188,15708,46400,36700,41400
3240,228459,25449,222.634949573794,17033,51100,40600,46200
3243,228501,23310,168.566461820158,15192,41400,34600,38400
3244,228529,21849,207.8562295878,19151,47700,38200,43100
3245,228547,11591,96.5175514723726,6326,38200,32000,35500
3246,228608,10402,135.83912423281,5276,37600,29300,32800
3250,228699,12368,111.317474786897,5383,32100,25200,29500
3251,228705,22574,243.138568263114,11524,49300,39500,44700
3252,228723,31242,188.752030581516,20976,67800,53600,61600
3253,228769,24266,185.815369579995,15627,54000,43700,47800
3254,228778,28571,217.334117441085,17519,73900,52200,60200
3255,228787,28002,190.829956777538,17033,61400,47800,54400
3256,228796,18962,190.829956777538,10798,43300,35300,39300
3257,228802,21156,181.680720516481,11223,50500,42900,47400
3263,229018,20947,188.179540711183,8106,52300,44800,50100
3264,229027,19461,217.334117441085,10489,49600,38800,44800
3265,229063,23898,307.448263697144,18000,37600,30300,34600
3266,229115,24618,227.935781706503,17313,61600,46800,54500
3268,229179,19976,203.742783852818,11726,49100,42800,45900
3272,229355,15784,127.166962863698,9885,37100,30700,34500
3275,229504,12931,116.618306919606,6152,36800,31200,36500
3277,229540,11079,111.317474786897,5404,40600,34600,39100
3280,229799,15195,105.465356112386,9925,36400,32600,34800
3281,229814,20586,206.732453175666,18060,46700,39300,42800
3282,229832,12525,79.6715069546221,3035,38800,32300,39100
3283,229841,9865,81.6646198365208,5549,42900,34100,38400
3292,230171,18413,159.024963981281,15298,41400,32500,36100
3299,230597,11691,74.2116498579314,8049,37200,29500,34000
3300,230603,19958,132.520803317734,13095,45500,34100,39200
3302,230728,20239,152.027865566105,13233,49600,37400,43400
3303,230737,14455,156.374547914927,9464,50700,38700,44200
3304,230746,11623,84.8451191161465,6919,43400,33700,39100
3305,230764,20616,201.431621042956,12867,63500,47200,55300
3306,230782,15319,160.222952043274,10289,49900,39700,44800
3309,230834,25496,262.942477110916,17575,40800,33800,38000
3311,230861,16629,111.222059808508,10113,31700,27700,30000
3313,230913,25214,227.935781706503,15580,35600,28500,32000
3321,231165,27624,159.024963981281,21839,45900,42600,44600
3322,231174,33877,222.115468024788,18814,55200,40400,48700
3326,231536,15211,110.352723338744,9160,36300,28800,32900
3329,231624,40034,196.130788910247,18650,74500,47400,60100
3332,231697,10864,91.439354289237,4556,30300,25800,29300
3333,231712,31340,265.041606635469,25031,52000,39300,45300
3336,231873,12077,97.3444812850752,6089,31500,27800,28200
3337,231882,12336,95.414978388769,7533,29400,23400,26500
3344,232186,25643,206.732453175666,18581,63900,47000,56300
3345,232195,11239,89.0539798295177,6380,35100,27700,33800
3349,232414,11250,111.317474786897,5344,34400,27100,31900
3350,232423,28545,213.019240085059,22431,63300,46100,53200
3351,232450,11822,100.715810521478,5910,36800,30000,33500
3353,232566,29430,265.041606635469,18974,45300,36200,39700
3354,232575,11835,103.366226587833,8256,34000,26900,30100
3358,232681,28642,217.334117441085,22547,56200,40300,49100
3363,232867,11837,95.414978388769,6346,35700,27900,32000
3366,232937,25288,307.448263697144,12643,38800,30000,33900
3367,232946,15746,116.618306919606,9884,47200,37000,42600
3368,232982,26170,254.43994237005,16948,48700,38300,44000
3370,233037,10382,72.9394501460812,5716,27400,23700,24000
3372,233116,12073,92.7645623224143,7193,33500,28400,33900
3373,233277,25021,254.43994237005,16605,48000,37700,43600
3379,233338,19928,116.618306919606,12995,36800,27300,32200
