,UNITID,CIPCODE,CREDLEV,DEBT_ALL_STGP_ANY_MEAN,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,EARN_NE_MDN_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_NE_3YR,employment_rate,rate_over85
165095,220075.0,5203,3,20496.0,38530.0,36848.0,45641.0,42.0,58.0,0.7241379310344828,0
165100,220075.0,5214,3,21814.0,32758.0,36560.0,32885.0,31.0,45.0,0.6888888888888889,0
165101,220075.0,5401,3,22081.0,21920.0,32213.0,33401.0,31.0,41.0,0.7560975609756098,0
165128,220127.0,5131,1,14208.0,28538.0,24325.0,30021.0,34.0,60.0,0.5666666666666667,0
165129,220127.0,5139,1,11635.0,34760.0,30719.0,31528.0,132.0,188.0,0.7021276595744681,0
165204,220215.0,1312,3,21693.0,33206.0,36107.0,37954.0,38.0,45.0,0.8444444444444444,0
165217,220215.0,3902,3,25023.0,30949.0,52107.0,45100.0,17.0,21.0,0.8095238095238095,0
165238,220215.0,5138,3,24807.0,54125.0,55061.0,53329.0,21.0,22.0,0.9545454545454546,1
165284,220321.0,5139,1,10585.0,38213.0,32925.0,36120.0,33.0,38.0,0.868421052631579,1
165292,220394.0,5139,1,10238.0,37093.0,31314.0,34827.0,18.0,22.0,0.8181818181818182,0
165299,220400.0,2401,2,7253.0,22593.0,23340.0,24080.0,59.0,125.0,0.472,0
165305,220400.0,5108,2,13625.0,48207.0,48823.0,45671.0,21.0,25.0,0.84,0
165310,220400.0,5138,2,11001.0,54713.0,54453.0,55398.0,110.0,118.0,0.9322033898305084,1
165345,220473.0,3902,3,24549.0,27151.0,25310.0,31208.0,123.0,201.0,0.6119402985074627,0
165358,220473.0,3906,3,24416.0,27374.0,25194.0,30280.0,55.0,71.0,0.7746478873239436,0
165376,220491.0,1204,1,15548.0,18432.0,18245.0,20159.0,109.0,216.0,0.5046296296296297,0
165422,220516.0,5138,3,25613.0,55715.0,57995.0,62397.0,71.0,91.0,0.7802197802197802,0
165428,220516.0,5202,3,28398.0,34822.0,42682.0,43669.0,45.0,54.0,0.8333333333333334,0
165460,220552.0,5108,2,26597.0,38529.0,37568.0,32600.0,40.0,50.0,0.8,0
165463,220552.0,5109,2,28320.0,40855.0,38289.0,42488.0,25.0,45.0,0.5555555555555556,0
165472,220552.0,5138,3,42072.0,48802.0,51482.0,52811.0,41.0,45.0,0.9111111111111111,1
165555,220613.0,2401,3,28047.0,34999.0,24035.0,27189.0,29.0,48.0,0.6041666666666666,0
165573,220613.0,3907,3,28719.0,26666.0,28288.0,34558.0,69.0,93.0,0.7419354838709677,0
165658,220631.0,5138,2,23990.0,49221.0,51077.0,52647.0,46.0,53.0,0.8679245283018868,1
165659,220631.0,5138,3,30399.0,50361.0,47863.0,47464.0,175.0,222.0,0.7882882882882883,0
165795,220765.0,1204,1,13037.0,17462.0,16274.0,14486.0,94.0,250.0,0.376,0
165816,220853.0,1204,1,12561.0,14785.0,14524.0,14286.0,38.0,110.0,0.34545454545454546,0
165825,220853.0,4706,1,12177.0,30817.0,32644.0,35433.0,118.0,156.0,0.7564102564102564,0
165833,220853.0,5108,1,12841.0,23709.0,19797.0,25770.0,22.0,39.0,0.5641025641025641,0
165845,220862.0,901,3,26158.0,24664.0,25194.0,32774.0,58.0,76.0,0.7631578947368421,0
165848,220862.0,904,3,30130.0,30145.0,29202.0,31951.0,71.0,90.0,0.7888888888888889,0
165854,220862.0,1107,3,24970.0,52281.0,48823.0,58122.0,32.0,38.0,0.8421052631578947,0
165869,220862.0,1310,3,24442.0,39898.0,39125.0,39077.0,85.0,95.0,0.8947368421052632,1
165874,220862.0,1312,3,30446.0,29123.0,28719.0,30108.0,90.0,132.0,0.6818181818181818,0
165876,220862.0,1313,3,21847.0,34630.0,33637.0,39965.0,24.0,29.0,0.8275862068965517,0
165884,220862.0,1408,3,27964.0,56998.0,55964.0,62591.0,17.0,20.0,0.85,0
165887,220862.0,1410,3,24313.0,64138.0,63749.0,68655.0,23.0,25.0,0.92,1
165890,220862.0,1419,3,29259.0,58497.0,60623.0,71690.0,24.0,25.0,0.96,1
165900,220862.0,2301,3,26017.0,22179.0,23571.0,27180.0,46.0,75.0,0.6133333333333333,0
165904,220862.0,2401,3,36848.0,32069.0,34650.0,34279.0,108.0,150.0,0.72,0
165909,220862.0,2601,3,26390.0,27276.0,25774.0,38424.0,38.0,55.0,0.6909090909090909,0
165915,220862.0,2701,3,24805.0,42143.0,48667.0,54623.0,22.0,30.0,0.7333333333333333,0
165920,220862.0,3099,3,33038.0,31356.0,30564.0,33952.0,285.0,389.0,0.7326478149100257,0
165921,220862.0,3105,3,29519.0,26543.0,30353.0,36293.0,116.0,168.0,0.6904761904761905,0
165926,220862.0,4005,3,21759.0,31451.0,42123.0,44443.0,17.0,19.0,0.8947368421052632,1
165934,220862.0,4201,3,28419.0,25026.0,24973.0,30457.0,97.0,152.0,0.6381578947368421,0
165940,220862.0,4301,3,27520.0,31715.0,32569.0,36599.0,112.0,144.0,0.7777777777777778,0
165944,220862.0,4407,3,36972.0,29735.0,31825.0,36629.0,40.0,53.0,0.7547169811320755,0
165953,220862.0,4510,3,24349.0,25392.0,26997.0,36609.0,33.0,42.0,0.7857142857142857,0
165956,220862.0,4511,3,31453.0,28073.0,28870.0,27732.0,35.0,50.0,0.7,0
165962,220862.0,5007,3,28483.0,27878.0,26585.0,27647.0,46.0,65.0,0.7076923076923077,0
165979,220862.0,5138,3,27904.0,59957.0,58968.0,59637.0,293.0,316.0,0.9272151898734177,1
165983,220862.0,5202,3,28188.0,44779.0,39261.0,46946.0,161.0,188.0,0.8563829787234043,1
165987,220862.0,5203,3,27942.0,44101.0,41479.0,49435.0,126.0,176.0,0.7159090909090909,0
165989,220862.0,5206,3,27739.0,38421.0,41025.0,45957.0,22.0,28.0,0.7857142857142857,0
165990,220862.0,5208,3,26893.0,42738.0,44468.0,50997.0,48.0,58.0,0.8275862068965517,0
165991,220862.0,5209,3,31240.0,32732.0,34467.0,44109.0,43.0,45.0,0.9555555555555556,1
165994,220862.0,5212,3,30620.0,45780.0,51273.0,53455.0,54.0,59.0,0.9152542372881356,1
165997,220862.0,5214,3,23416.0,36999.0,39369.0,39048.0,63.0,78.0,0.8076923076923077,0
166012,220978.0,101,3,18562.0,36527.0,35416.0,38191.0,23.0,32.0,0.71875,0
166014,220978.0,109,3,21442.0,26637.0,23649.0,30109.0,37.0,50.0,0.74,0
166020,220978.0,901,3,23409.0,27742.0,28515.0,35466.0,236.0,293.0,0.8054607508532423,0
166027,220978.0,1107,3,24723.0,57662.0,54192.0,66144.0,47.0,54.0,0.8703703703703703,1
166038,220978.0,1312,3,22808.0,37847.0,36891.0,37770.0,153.0,178.0,0.8595505617977528,1
166041,220978.0,1313,3,25697.0,35437.0,31133.0,35693.0,45.0,53.0,0.8490566037735849,0
166046,220978.0,1500,3,30029.0,51929.0,47729.0,56652.0,40.0,43.0,0.9302325581395349,1
166050,220978.0,1515,3,22231.0,59628.0,58943.0,61839.0,32.0,38.0,0.8421052631578947,0
166052,220978.0,1904,3,26087.0,28099.0,29092.0,34256.0,47.0,62.0,0.7580645161290323,0
166053,220978.0,1905,3,25735.0,30663.0,30305.0,32789.0,46.0,60.0,0.7666666666666667,0
166054,220978.0,1909,3,22994.0,34383.0,27536.0,32910.0,35.0,42.0,0.8333333333333334,0
166055,220978.0,2301,3,25807.0,24960.0,30409.0,35644.0,55.0,71.0,0.7746478873239436,0
166058,220978.0,2401,3,30767.0,36993.0,35400.0,37398.0,296.0,405.0,0.7308641975308642,0
166061,220978.0,2601,3,22518.0,30711.0,28478.0,35720.0,53.0,81.0,0.654320987654321,0
166063,220978.0,2602,3,18694.0,26837.0,33565.0,44890.0,18.0,22.0,0.8181818181818182,0
166066,220978.0,2701,3,17731.0,39732.0,39369.0,46388.0,24.0,29.0,0.8275862068965517,0
166069,220978.0,3001,3,21189.0,24501.0,28236.0,40119.0,26.0,35.0,0.7428571428571429,0
166073,220978.0,3099,3,27419.0,31475.0,29350.0,33982.0,134.0,178.0,0.7528089887640449,0
166074,220978.0,3103,3,27375.0,29593.0,31828.0,31419.0,27.0,33.0,0.8181818181818182,0
166075,220978.0,3105,3,22835.0,30676.0,28816.0,36385.0,76.0,96.0,0.7916666666666666,0
166085,220978.0,4201,3,23000.0,28785.0,29250.0,31756.0,114.0,162.0,0.7037037037037037,0
166087,220978.0,4228,3,24729.0,37088.0,35060.0,43765.0,21.0,25.0,0.84,0
166088,220978.0,4301,3,24713.0,33407.0,34761.0,41140.0,132.0,157.0,0.8407643312101911,0
166091,220978.0,4407,3,23752.0,31470.0,27995.0,32555.0,53.0,103.0,0.5145631067961165,0
166099,220978.0,4510,3,22333.0,33549.0,31660.0,36609.0,44.0,56.0,0.7857142857142857,0
166103,220978.0,4901,3,22587.0,43750.0,43240.0,56205.0,108.0,118.0,0.9152542372881356,1
166109,220978.0,5007,3,23757.0,23451.0,32498.0,32218.0,43.0,59.0,0.7288135593220338,0
166111,220978.0,5009,3,22044.0,29416.0,31314.0,34330.0,26.0,46.0,0.5652173913043478,0
166113,220978.0,5010,3,21996.0,27150.0,26933.0,32125.0,181.0,238.0,0.7605042016806722,0
166119,220978.0,5138,3,28282.0,55209.0,55061.0,58677.0,110.0,120.0,0.9166666666666666,1
166123,220978.0,5202,3,20516.0,38176.0,39051.0,44773.0,151.0,177.0,0.8531073446327684,1
166125,220978.0,5203,3,25324.0,48892.0,44765.0,54080.0,69.0,95.0,0.7263157894736842,0
166128,220978.0,5207,3,26041.0,33251.0,29685.0,35118.0,24.0,33.0,0.7272727272727273,0
166129,220978.0,5208,3,21836.0,44271.0,41789.0,45765.0,53.0,59.0,0.8983050847457628,1
166131,220978.0,5212,3,24978.0,46565.0,46193.0,51761.0,68.0,84.0,0.8095238095238095,0
166133,220978.0,5214,3,21330.0,38486.0,38469.0,47798.0,68.0,78.0,0.8717948717948718,1
166135,220978.0,5220,3,25055.0,63220.0,66541.0,69654.0,22.0,23.0,0.9565217391304348,1
166136,220978.0,5401,3,21523.0,31251.0,30771.0,32777.0,29.0,46.0,0.6304347826086957,0
166153,221050.0,4805,1,7378.0,35952.0,33993.0,34547.0,36.0,49.0,0.7346938775510204,0
166156,221050.0,5139,1,13401.0,32310.0,32747.0,32185.0,60.0,83.0,0.7228915662650602,0
166157,221050.0,5204,1,7363.0,20185.0,17413.0,20664.0,16.0,31.0,0.5161290322580645,0
166165,221096.0,2401,2,8814.0,22195.0,24615.0,29649.0,82.0,217.0,0.3778801843317972,0
166171,221096.0,5138,2,10869.0,52873.0,52107.0,57867.0,56.0,62.0,0.9032258064516129,1
166192,221148.0,4703,1,14688.0,39963.0,38140.0,44926.0,463.0,564.0,0.8209219858156028,0
166194,221148.0,4706,1,14800.0,33710.0,32845.0,36656.0,3173.0,4237.0,0.7488789237668162,0
166195,221148.0,4706,2,15319.0,36867.0,37392.0,42078.0,371.0,433.0,0.8568129330254042,1
166196,221148.0,4805,1,9703.0,37928.0,34315.0,38017.0,690.0,940.0,0.7340425531914894,0
166224,221184.0,2401,2,16982.0,23622.0,24489.0,32528.0,147.0,373.0,0.3941018766756032,0
166237,221184.0,5107,2,22005.0,30497.0,31799.0,30448.0,25.0,31.0,0.8064516129032258,0
166238,221184.0,5108,2,27830.0,41824.0,41937.0,42157.0,33.0,44.0,0.75,0
166243,221184.0,5138,2,27599.0,53764.0,56776.0,55900.0,30.0,34.0,0.8823529411764706,1
166246,221184.0,5202,2,20665.0,24631.0,30409.0,32582.0,36.0,50.0,0.72,0
166265,221236.0,5139,1,11944.0,32550.0,28236.0,30501.0,45.0,49.0,0.9183673469387755,1
166281,221281.0,5139,1,12829.0,33635.0,26353.0,33044.0,18.0,25.0,0.72,0
166295,221333.0,5139,1,15795.0,33014.0,33565.0,35458.0,24.0,30.0,0.8,0
166351,221388.0,5139,1,18489.0,32953.0,29685.0,34860.0,16.0,19.0,0.8421052631578947,0
166363,221397.0,2401,2,11354.0,20890.0,21448.0,28362.0,91.0,205.0,0.44390243902439025,0
166377,221397.0,5108,2,15071.0,42057.0,43240.0,43875.0,41.0,43.0,0.9534883720930233,1
166378,221397.0,5109,1,11258.0,34691.0,41193.0,44511.0,32.0,43.0,0.7441860465116279,0
166379,221397.0,5109,2,13419.0,40344.0,39489.0,41955.0,43.0,54.0,0.7962962962962963,0
166381,221397.0,5118,2,14007.0,31673.0,30771.0,33797.0,22.0,25.0,0.88,1
166385,221397.0,5138,2,15832.0,47635.0,47846.0,48746.0,80.0,95.0,0.8421052631578947,0
166387,221397.0,5202,2,11614.0,30691.0,24615.0,32982.0,25.0,40.0,0.625,0
166422,221485.0,2401,2,13720.0,20041.0,24921.0,28907.0,62.0,126.0,0.49206349206349204,0
166436,221485.0,5109,2,16223.0,35648.0,41937.0,48205.0,24.0,30.0,0.8,0
166441,221485.0,5138,2,19900.0,61588.0,55512.0,60458.0,17.0,21.0,0.8095238095238095,0
166528,221591.0,5204,1,7591.0,18137.0,17707.0,19307.0,22.0,44.0,0.5,0
166539,221607.0,5139,1,10210.0,33766.0,31042.0,33286.0,24.0,29.0,0.8275862068965517,0
166548,221616.0,4805,1,6126.0,34535.0,30119.0,35194.0,39.0,56.0,0.6964285714285714,0
166554,221616.0,5139,1,13814.0,36580.0,34603.0,35210.0,68.0,86.0,0.7906976744186046,0
166555,221616.0,5204,1,4712.0,18828.0,15922.0,14346.0,22.0,53.0,0.41509433962264153,0
166583,221643.0,1001,2,10989.0,19936.0,23890.0,23116.0,47.0,86.0,0.5465116279069767,0
166586,221643.0,1101,2,11429.0,34819.0,42235.0,40553.0,38.0,58.0,0.6551724137931034,0
166593,221643.0,1500,2,13399.0,42774.0,43240.0,41407.0,39.0,50.0,0.78,0
166604,221643.0,2401,2,11644.0,21845.0,23245.0,29265.0,235.0,554.0,0.42418772563176893,0
166615,221643.0,5138,2,19718.0,47705.0,48617.0,48977.0,82.0,102.0,0.803921568627451,0
166619,221643.0,5202,2,10753.0,28192.0,28381.0,32446.0,55.0,86.0,0.6395348837209303,0
166722,221661.0,5138,3,30686.0,56507.0,53579.0,59839.0,55.0,72.0,0.7638888888888888,0
166786,221731.0,5202,3,30075.0,38842.0,39009.0,47769.0,46.0,56.0,0.8214285714285714,0
166794,221740.0,301,3,23763.0,29306.0,30771.0,33506.0,27.0,28.0,0.9642857142857143,1
166796,221740.0,901,3,22105.0,30562.0,31702.0,36651.0,83.0,100.0,0.83,0
166797,221740.0,1107,3,25308.0,46241.0,57318.0,61753.0,30.0,33.0,0.9090909090909091,1
166808,221740.0,1312,3,22512.0,35102.0,35097.0,35794.0,151.0,189.0,0.798941798941799,0
166814,221740.0,1407,3,23403.0,65427.0,67324.0,70983.0,20.0,26.0,0.7692307692307693,0
166815,221740.0,1408,3,23535.0,57404.0,62012.0,71084.0,22.0,22.0,1.0,1
166817,221740.0,1410,3,28099.0,67245.0,72883.0,78427.0,32.0,31.0,1.032258064516129,1
166819,221740.0,1419,3,25030.0,63841.0,63005.0,74942.0,47.0,48.0,0.9791666666666666,1
166822,221740.0,1515,3,28081.0,57446.0,52941.0,58016.0,23.0,25.0,0.92,1
166827,221740.0,2301,3,23316.0,24300.0,24325.0,31847.0,42.0,62.0,0.6774193548387096,0
166830,221740.0,2601,3,19954.0,25103.0,24983.0,31688.0,67.0,87.0,0.7701149425287356,0
166837,221740.0,3105,3,21430.0,26326.0,29033.0,36687.0,119.0,157.0,0.7579617834394905,0
166840,221740.0,4005,3,26350.0,26316.0,33993.0,41773.0,19.0,25.0,0.76,0
166843,221740.0,4201,3,22509.0,25731.0,27357.0,29598.0,71.0,103.0,0.6893203883495146,0
166845,221740.0,4301,3,23295.0,28951.0,32843.0,35525.0,93.0,106.0,0.8773584905660378,1
166848,221740.0,4407,3,20718.0,29720.0,30988.0,39624.0,17.0,33.0,0.5151515151515151,0
166852,221740.0,4510,3,23815.0,30709.0,26933.0,37127.0,32.0,38.0,0.8421052631578947,0
166857,221740.0,5007,3,24756.0,27012.0,31673.0,37946.0,19.0,23.0,0.8260869565217391,0
166867,221740.0,5138,3,24907.0,55069.0,53556.0,54530.0,91.0,102.0,0.8921568627450981,1
166872,221740.0,5202,3,22823.0,41220.0,39022.0,45768.0,314.0,367.0,0.8555858310626703,1
166886,221759.0,109,3,21341.0,25669.0,27024.0,33065.0,62.0,82.0,0.7560975609756098,0
166893,221759.0,111,3,25260.0,33676.0,23649.0,25633.0,16.0,29.0,0.5517241379310345,0
166896,221759.0,112,3,24209.0,54798.0,37928.0,44068.0,28.0,29.0,0.9655172413793104,1
166905,221759.0,306,3,25152.0,32266.0,32213.0,34667.0,26.0,35.0,0.7428571428571429,0
166914,221759.0,901,3,20634.0,35138.0,35307.0,40559.0,110.0,132.0,0.8333333333333334,0
166917,221759.0,904,3,21677.0,28367.0,33459.0,38026.0,96.0,117.0,0.8205128205128205,0
166921,221759.0,1107,3,20139.0,67418.0,65387.0,70243.0,43.0,50.0,0.86,1
166952,221759.0,1408,3,21077.0,57677.0,56901.0,63450.0,63.0,74.0,0.8513513513513513,1
166958,221759.0,1410,3,23181.0,68868.0,69338.0,77015.0,30.0,40.0,0.75,0
166969,221759.0,1419,3,22794.0,67222.0,66377.0,73965.0,82.0,93.0,0.8817204301075269,1
166997,221759.0,1904,3,17836.0,42988.0,36401.0,52030.0,22.0,25.0,0.88,1
167001,221759.0,1907,3,20659.0,30095.0,28816.0,32323.0,27.0,50.0,0.54,0
167010,221759.0,2301,3,23188.0,24805.0,26933.0,32683.0,80.0,139.0,0.5755395683453237,0
167019,221759.0,2601,3,22348.0,22206.0,25774.0,33040.0,83.0,128.0,0.6484375,0
167042,221759.0,3019,3,21980.0,16553.0,21234.0,39915.0,19.0,33.0,0.5757575757575758,0
167048,221759.0,3099,3,20675.0,27600.0,26353.0,32327.0,56.0,88.0,0.6363636363636364,0
167052,221759.0,3105,3,20273.0,26959.0,26907.0,38559.0,145.0,213.0,0.6807511737089202,0
167071,221759.0,4201,3,22732.0,25106.0,27961.0,33525.0,155.0,241.0,0.6431535269709544,0
167087,221759.0,4407,3,26188.0,28766.0,30119.0,34959.0,37.0,61.0,0.6065573770491803,0
167091,221759.0,4502,3,23834.0,24635.0,29467.0,34233.0,45.0,63.0,0.7142857142857143,0
167102,221759.0,4510,3,19967.0,28920.0,31795.0,38923.0,76.0,106.0,0.7169811320754716,0
167105,221759.0,4511,3,21534.0,32132.0,34755.0,38958.0,80.0,106.0,0.7547169811320755,0
167110,221759.0,5005,3,21257.0,19769.0,19749.0,25650.0,18.0,24.0,0.75,0
167112,221759.0,5007,3,27159.0,24843.0,24499.0,29641.0,43.0,62.0,0.6935483870967742,0
167140,221759.0,5138,3,22752.0,51956.0,52584.0,55957.0,123.0,139.0,0.8848920863309353,1
167148,221759.0,5202,3,19480.0,54030.0,55590.0,60930.0,332.0,371.0,0.894878706199461,1
167151,221759.0,5203,3,19414.0,50816.0,45794.0,61866.0,58.0,144.0,0.4027777777777778,0
167156,221759.0,5208,3,21043.0,47575.0,50105.0,55459.0,66.0,81.0,0.8148148148148148,0
167159,221759.0,5210,3,19348.0,40500.0,40140.0,51587.0,32.0,36.0,0.8888888888888888,1
167161,221759.0,5213,3,22878.0,53150.0,54109.0,61691.0,56.0,68.0,0.8235294117647058,0
167164,221759.0,5214,3,19228.0,41633.0,43054.0,48354.0,117.0,134.0,0.8731343283582089,1
167167,221759.0,5401,3,20143.0,24567.0,28816.0,37547.0,45.0,70.0,0.6428571428571429,0
167170,221768.0,100,3,21263.0,33390.0,34244.0,39242.0,117.0,134.0,0.8731343283582089,1
167173,221768.0,302,3,23011.0,28319.0,31314.0,34838.0,28.0,36.0,0.7777777777777778,0
167181,221768.0,1312,3,21797.0,35209.0,35089.0,35913.0,125.0,140.0,0.8928571428571429,1
167194,221768.0,3099,3,29537.0,26595.0,27753.0,28806.0,106.0,154.0,0.6883116883116883,0
167195,221768.0,3105,3,23474.0,26244.0,26799.0,33177.0,84.0,106.0,0.7924528301886793,0
167207,221768.0,5138,3,28880.0,58143.0,58549.0,54762.0,61.0,67.0,0.9104477611940298,1
167209,221768.0,5202,3,27142.0,36201.0,34526.0,42413.0,65.0,78.0,0.8333333333333334,0
167211,221768.0,5203,3,19291.0,38529.0,44933.0,49155.0,36.0,40.0,0.9,1
167213,221768.0,5208,3,21445.0,38555.0,42682.0,45563.0,42.0,51.0,0.8235294117647058,0
167232,221838.0,1312,3,28851.0,33244.0,31205.0,35442.0,68.0,94.0,0.723404255319149,0
167246,221838.0,2601,3,29354.0,31151.0,28381.0,33474.0,18.0,31.0,0.5806451612903226,0
167250,221838.0,3105,3,30574.0,26208.0,28381.0,34585.0,37.0,51.0,0.7254901960784313,0
167254,221838.0,4201,3,29330.0,30184.0,31133.0,29740.0,49.0,60.0,0.8166666666666667,0
167257,221838.0,4301,3,28183.0,30977.0,32213.0,33671.0,75.0,91.0,0.8241758241758241,0
167273,221838.0,5106,2,20088.0,47786.0,51106.0,55951.0,31.0,44.0,0.7045454545454546,0
167288,221838.0,5202,3,31004.0,38743.0,39369.0,45501.0,74.0,86.0,0.8604651162790697,1
167294,221847.0,100,3,16561.0,31201.0,38289.0,43292.0,64.0,75.0,0.8533333333333334,1
167299,221847.0,306,3,15449.0,26665.0,32213.0,33199.0,48.0,60.0,0.8,0
167301,221847.0,1107,3,20411.0,63852.0,59688.0,67150.0,64.0,71.0,0.9014084507042254,1
167313,221847.0,1312,3,17383.0,35202.0,34917.0,36034.0,274.0,332.0,0.8253012048192772,0
167318,221847.0,1407,3,17540.0,60903.0,59576.0,62052.0,34.0,43.0,0.7906976744186046,0
167322,221847.0,1409,3,13408.0,67328.0,63005.0,77216.0,16.0,16.0,1.0,1
167327,221847.0,1500,3,23401.0,54938.0,60256.0,65754.0,66.0,70.0,0.9428571428571428,1
167334,221847.0,2401,3,24367.0,29687.0,28272.0,33772.0,114.0,166.0,0.6867469879518072,0
167337,221847.0,2601,3,16619.0,19564.0,24164.0,31855.0,39.0,60.0,0.65,0
167347,221847.0,3105,3,16216.0,24468.0,24421.0,33099.0,73.0,102.0,0.7156862745098039,0
167353,221847.0,4201,3,18787.0,25558.0,26353.0,29732.0,25.0,41.0,0.6097560975609756,0
167357,221847.0,4511,3,21525.0,28661.0,28407.0,33173.0,80.0,101.0,0.7920792079207921,0
167363,221847.0,5138,3,18953.0,52571.0,51907.0,53979.0,99.0,110.0,0.9,1
167368,221847.0,5202,3,18367.0,38452.0,37856.0,43944.0,92.0,111.0,0.8288288288288288,0
167381,221847.0,5214,3,19213.0,38379.0,37363.0,40661.0,46.0,53.0,0.8679245283018868,1
167457,221892.0,5202,3,27468.0,43652.0,43798.0,43928.0,96.0,131.0,0.732824427480916,0
167467,221908.0,1101,2,9285.0,26524.0,25967.0,33215.0,28.0,34.0,0.8235294117647058,0
167472,221908.0,1503,2,15448.0,48032.0,38018.0,33378.0,46.0,67.0,0.6865671641791045,0
167478,221908.0,2401,2,9516.0,18993.0,19298.0,25563.0,93.0,261.0,0.3563218390804598,0
167482,221908.0,3201,1,11295.0,71892.0,64706.0,70252.0,23.0,26.0,0.8846153846153846,1
167497,221908.0,5138,2,13031.0,52780.0,51145.0,53463.0,56.0,65.0,0.8615384615384616,1
167535,221953.0,5202,3,28394.0,40662.0,40346.0,45492.0,194.0,241.0,0.8049792531120332,0
167620,221971.0,5138,3,31002.0,58095.0,58673.0,58445.0,117.0,133.0,0.8796992481203008,1
167628,221971.0,5202,3,35247.0,39743.0,28960.0,33628.0,20.0,25.0,0.8,0
167665,221999.0,1407,3,16562.0,73971.0,73446.0,86997.0,20.0,22.0,0.9090909090909091,1
167678,221999.0,1419,3,13120.0,69605.0,69817.0,79314.0,29.0,31.0,0.9354838709677419,1
167686,221999.0,1609,3,13465.0,31649.0,41565.0,50754.0,18.0,28.0,0.6428571428571429,0
167695,221999.0,2301,3,14860.0,31190.0,30891.0,39265.0,29.0,35.0,0.8285714285714286,0
167725,221999.0,2701,3,13676.0,76609.0,80309.0,95754.0,34.0,40.0,0.85,0
167734,221999.0,3099,3,14229.0,27160.0,41007.0,50907.0,71.0,104.0,0.6826923076923077,0
167756,221999.0,4201,3,13031.0,28292.0,31305.0,47156.0,24.0,35.0,0.6857142857142857,0
167766,221999.0,4501,3,12185.0,56276.0,56544.0,72481.0,70.0,93.0,0.7526881720430108,0
167770,221999.0,4506,3,14530.0,72741.0,72134.0,88705.0,101.0,118.0,0.8559322033898306,1
167773,221999.0,4510,3,13467.0,43927.0,43798.0,52615.0,35.0,48.0,0.7291666666666666,0
167808,221999.0,5401,3,18155.0,40458.0,33993.0,34641.0,19.0,25.0,0.76,0
167822,222053.0,2401,2,11706.0,23174.0,25542.0,30983.0,135.0,330.0,0.4090909090909091,0
167835,222053.0,5108,2,18889.0,44443.0,45956.0,38221.0,57.0,66.0,0.8636363636363636,1
167836,222053.0,5109,1,14626.0,42008.0,36560.0,36545.0,106.0,143.0,0.7412587412587412,0
167837,222053.0,5109,2,16535.0,42712.0,44595.0,42522.0,39.0,44.0,0.8863636363636364,1
167843,222053.0,5202,2,12565.0,34137.0,29685.0,36651.0,47.0,72.0,0.6527777777777778,0
167866,222062.0,2401,2,9264.0,20803.0,21019.0,24382.0,103.0,278.0,0.37050359712230213,0
167869,222062.0,4301,1,20051.0,40187.0,38649.0,41472.0,56.0,77.0,0.7272727272727273,0
167880,222062.0,5109,2,6260.0,35754.0,36134.0,38123.0,20.0,27.0,0.7407407407407407,0
167881,222062.0,5138,2,10925.0,44447.0,46790.0,49373.0,89.0,110.0,0.8090909090909091,0
168025,222567.0,5138,2,16907.0,58698.0,64990.0,58997.0,19.0,30.0,0.6333333333333333,0
168043,222576.0,1312,2,18548.0,18009.0,16169.0,37173.0,24.0,68.0,0.35294117647058826,0
168049,222576.0,1504,2,16459.0,53887.0,48432.0,51051.0,20.0,25.0,0.8,0
168061,222576.0,2401,2,16816.0,29257.0,27552.0,20085.0,37.0,79.0,0.46835443037974683,0
168077,222576.0,4706,1,12697.0,34210.0,36095.0,35729.0,48.0,73.0,0.6575342465753424,0
168078,222576.0,4706,2,19540.0,36352.0,27439.0,43944.0,20.0,21.0,0.9523809523809523,1
168092,222576.0,5108,2,18145.0,39397.0,41789.0,49111.0,30.0,36.0,0.8333333333333334,0
168094,222576.0,5109,2,18203.0,43257.0,42930.0,45013.0,62.0,68.0,0.9117647058823529,1
168099,222576.0,5138,2,21768.0,56237.0,57149.0,55994.0,106.0,128.0,0.828125,0
168100,222576.0,5139,1,18134.0,38611.0,37478.0,40122.0,40.0,63.0,0.6349206349206349,0
168102,222576.0,5202,2,15560.0,27698.0,28960.0,31805.0,52.0,92.0,0.5652173913043478,0
168166,222822.0,5138,2,13473.0,55888.0,59640.0,63581.0,60.0,65.0,0.9230769230769231,1
168181,222831.0,109,3,17573.0,34118.0,30616.0,33367.0,26.0,36.0,0.7222222222222222,0
168186,222831.0,901,3,21005.0,30269.0,28469.0,28928.0,23.0,29.0,0.7931034482758621,0
168190,222831.0,1101,3,21493.0,38000.0,50439.0,57764.0,21.0,25.0,0.84,0
168209,222831.0,3099,3,24292.0,32252.0,34217.0,36038.0,104.0,134.0,0.7761194029850746,0
168211,222831.0,3105,3,20975.0,25841.0,32213.0,42455.0,39.0,54.0,0.7222222222222222,0
168219,222831.0,4201,3,24061.0,31030.0,30167.0,36750.0,46.0,76.0,0.6052631578947368,0
168224,222831.0,4301,3,20617.0,32796.0,37568.0,48899.0,40.0,43.0,0.9302325581395349,1
168230,222831.0,4407,3,27873.0,30466.0,33993.0,37743.0,27.0,32.0,0.84375,0
168246,222831.0,5138,3,25029.0,62839.0,63781.0,67668.0,102.0,108.0,0.9444444444444444,1
