,UNITID,STABBR,HIGHDEG,CONTROL,ADM_RATE_ALL,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,COMPL_RPY_3YR_RT
1596,172699,MI,4,1,0.82809101999681,26409.0,13434.0,16768.0,52487.0,0.6708100269
1602,173045,MN,4,2,0.76368794326241,54738.0,41007.0,41007.0,56814.0,0.7435508346
1605,173124,MN,4,1,0.74951380785686,21352.0,9806.0,9806.0,50297.0,0.8071625344
1606,173142,MN,3,2,0.61484593837535,38783.0,28660.0,28660.0,45251.0,0.8486486486
1607,173160,MN,4,2,0.88682926829268,53361.0,40080.0,40080.0,58664.0,0.886618999
1610,173300,MN,4,2,0.71995764955002,56594.0,28016.0,28016.0,55054.0,0.8996328029
1611,173328,MN,4,2,0.67887323943661,31634.0,23900.0,23900.0,56424.0,0.7277108434
1613,173452,MN,4,2,0.91370558375634,28000.0,16910.0,16910.0,45759.0,0.9516908213
1618,173647,MN,3,2,0.72571729402474,61215.0,50490.0,50490.0,63218.0,0.8706766917
1619,173665,MN,4,2,0.76430002225684,52529.0,46221.0,46221.0,57170.0,0.7739837398
1627,173902,MN,3,2,0.31262436435993,73771.0,60518.0,60518.0,62762.0,0.9068627451
1629,173920,MN,4,1,0.69479663251851,21060.0,9146.0,18200.0,55008.0,0.8229508197
1632,174020,MN,4,1,0.66615384615384,23914.0,9395.0,9395.0,60744.0,0.6913649025
1633,174066,MN,4,1,0.73447121097547,27508.0,15254.0,33818.0,65087.0,0.8189108783
1634,174075,MN,3,1,0.48160535117056,23749.0,12514.0,12514.0,49197.0,0.8550295858
1635,174127,MN,4,2,0.6551724137931,54485.0,41794.0,41794.0,43742.0,0.69527897
1637,174154,MN,4,2,0.94095092024539,30029.0,14200.0,14200.0,34238.0,0.4517045455
1639,174233,MN,4,1,0.79542143600416,25227.0,13850.0,19148.0,59144.0,0.8423443889
1640,174251,MN,3,1,0.76059564719358,24552.0,13848.0,15940.0,49414.0,0.8072289157
1642,174358,MN,4,1,0.71714922048997,22319.0,9468.0,17564.0,49476.0,0.7740945365
1645,174437,MN,4,2,0.94032549728752,39360.0,27200.0,27200.0,42445.0,0.8326693227
1647,174491,MN,4,2,0.82332155477031,45257.0,34180.0,34180.0,47202.0,0.8534351145
1653,174747,MN,3,2,0.91788856304985,62812.0,50126.0,50126.0,61071.0,0.9303904924
1655,174783,MN,4,1,0.94323557237464,19875.0,9170.0,18010.0,53448.0,0.7843625498
1656,174792,MN,4,2,0.88651102464332,62219.0,49842.0,49842.0,75423.0,0.9196428571
1657,174817,MN,4,2,0.97794580970384,51410.0,39410.0,39410.0,58188.0,0.788034188
1658,174844,MN,3,2,0.47428395441946,65010.0,52670.0,52670.0,66260.0,0.9095816464
1659,174862,MN,4,2,0.6509330406147,42876.0,28110.0,28110.0,45299.0,0.8208955224
1660,174899,MN,4,2,0.73694298035457,51880.0,39410.0,39410.0,61672.0,0.8329787234
1661,174914,MN,4,2,0.75525768430783,60092.0,48329.0,48329.0,72582.0,0.8706199461
1663,175005,MN,4,2,0.74887892376681,51940.0,46494.0,46494.0,54838.0,0.7726901063
1666,175078,MN,4,1,0.91028708133971,20989.0,9482.0,9482.0,46644.0,0.8033613445
1670,175227,MN,3,2,0.99038461538461,31909.0,23863.0,23863.0,56185.0,0.7540650407
1673,175272,MN,4,1,0.76907216494845,22312.0,10184.0,16684.0,55391.0,0.8466228893
1676,175342,MS,4,1,0.38908487238016,22940.0,8176.0,8176.0,34492.0,0.5412371134
1677,175421,MS,4,2,0.64017907106883,36113.0,27825.0,27825.0,42152.0,0.5660660661
1678,175430,MS,4,2,0.99086757990867,26868.0,17380.0,17380.0,34994.0,0.7254901961
1682,175616,MS,4,1,0.99778024417314,21105.0,8360.0,8360.0,39273.0,0.6936758893
1690,175856,MS,4,1,0.62111801242236,24637.0,8445.0,9445.0,36198.0,0.5160599572
1693,175980,MS,4,2,0.68063063063063,57505.0,42960.0,42960.0,56736.0,0.7848101266
1695,176017,MS,4,1,0.89662587681122,25492.0,9044.0,25886.0,50510.0,0.7400551398
1696,176035,MS,4,1,0.99289099526066,20480.0,7756.0,7756.0,38551.0,0.6744505495
1697,176044,MS,4,1,0.78605388272583,20315.0,7068.0,7068.0,30324.0,0.5016722408
1698,176053,MS,4,2,0.48995297135528,35853.0,20364.0,20364.0,45187.0,0.7057182706
1701,176080,MS,4,1,0.76116789970068,25795.0,9220.0,24900.0,48296.0,0.7839088644
1705,176318,MS,3,2,0.37600613261786,16700.0,9900.0,9900.0,29731.0,0.3
1708,176372,MS,4,1,0.95791281941163,24119.0,9204.0,11204.0,42073.0,0.682173913
1709,176406,MS,4,2,0.55811836115326,17173.0,10861.0,10861.0,36069.0,0.5053763441
1712,176479,MS,4,2,0.57446808510638,23738.0,14100.0,14100.0,40817.0,0.6230440967
1714,176628,MO,4,2,0.68003866602223,31636.0,21740.0,21740.0,52544.0,0.691011236
1717,176770,MO,4,2,0.39393939393939,27314.0,12600.0,12600.0,55545.0,0.7542087542
1718,176789,MO,4,2,0.59302325581395,19191.0,11576.0,11576.0,39019.0,0.5348837209
1721,176947,MO,3,2,0.98970588235294,41884.0,26470.0,26470.0,42616.0,0.6573604061
1722,176965,MO,4,1,0.75778953556731,20098.0,9071.0,16819.0,46316.0,0.6668088737
1724,177038,KS,4,2,1.0,39183.0,14840.0,14840.0,52976.0,0.5238095238
1728,177117,MO,3,2,0.6054054054054,33941.0,23114.0,23114.0,35806.0,0.7373737374
1731,177144,MO,4,2,0.92544987146529,41119.0,28495.0,28495.0,46707.0,0.6494845361
1732,177214,MO,4,2,0.65418163160595,42802.0,32430.0,32430.0,39169.0,0.644379845
1736,177339,MO,4,2,0.63643790849673,37907.0,25748.0,25748.0,45450.0,0.7363636364
1737,177418,MO,4,2,0.78114478114478,42135.0,28200.0,28200.0,48326.0,0.6032064128
1740,177542,MO,4,2,0.65050505050505,36584.0,24500.0,24500.0,38656.0,0.7158671587
1747,177746,MO,3,2,0.59977703455964,53484.0,40575.0,40575.0,37561.0,0.6912442396
1753,177968,MO,4,2,0.74843517138599,31101.0,18640.0,18640.0,49080.0,0.6538666667
1755,177986,MO,4,2,0.6551724137931,21749.0,6600.0,6600.0,50143.0,0.5044247788
1758,178059,MO,4,2,0.91537812763564,43856.0,27166.0,27166.0,55969.0,0.7209302326
1763,178244,MO,4,2,0.61802575107296,41811.0,30548.0,30548.0,42766.0,0.6712643678
1764,178341,MO,4,1,0.96873156342182,16181.0,7244.0,14836.0,41727.0,0.6606954689
1765,178369,MO,4,2,0.65883859948761,35117.0,22000.0,22000.0,40998.0,0.6153846154
1767,178396,MO,4,1,0.76545126715416,27518.0,11475.0,30450.0,61073.0,0.7995518436
1768,178402,MO,4,1,0.7598147775317,22643.0,10599.0,26235.0,55775.0,0.7342925659
1769,178411,MO,4,1,0.85396710645219,23352.0,10813.0,29097.0,82622.0,0.9351598174
1770,178420,MO,4,1,0.56614276358873,24972.0,11214.0,28532.0,50876.0,0.681762042
1774,178615,MO,4,1,0.6098820058997,21858.0,8689.0,16410.0,55351.0,0.8577981651
1775,178624,MO,4,1,0.85580338116209,20745.0,8852.0,14919.0,45693.0,0.7652757079
1776,178679,MO,3,2,0.98054474708171,23537.0,14260.0,14260.0,37883.0,0.7372881356
1783,179043,MO,4,2,0.66657018813314,53456.0,40480.0,40480.0,62890.0,0.8161350844
1785,179159,MO,4,2,0.70047185485478,63757.0,48824.0,48824.0,69878.0,0.840413318
1788,179256,MO,3,2,0.27777777777777,23078.0,13280.0,13280.0,38108.0,0.44
1792,179326,MO,4,2,0.96211251435132,36077.0,26128.0,26128.0,41610.0,0.7377777778
1796,179548,MO,4,2,0.63663220088626,37566.0,24570.0,24570.0,43139.0,0.7137096774
1797,179557,MO,4,1,0.7930126161098,21219.0,8715.0,15285.0,42700.0,0.7441209406
1798,179566,MO,4,1,0.93851531976146,22720.0,8294.0,16498.0,47850.0,0.7713850837
1802,179867,MO,4,2,0.13001724445501,79586.0,58866.0,58866.0,90646.0,0.9115341545
1803,179894,MO,4,2,0.59448332647179,44508.0,28700.0,28700.0,48965.0,0.66437684
1804,179946,MO,3,2,0.9667638483965,46734.0,32124.0,32124.0,51446.0,0.8086956522
1805,179955,MO,4,2,0.4700427960057,49283.0,19310.0,19310.0,59207.0,0.8448275862
1806,179964,MO,4,2,0.68302945301542,42236.0,26730.0,26730.0,43767.0,0.7601351351
1810,180081,MT,2,1,0.89836888331242,15702.0,3590.0,9390.0,51910.0,0.8493589744
1812,180106,MT,4,2,0.83922615076717,51646.0,38106.0,38106.0,58012.0,0.8739002933
1820,180258,MT,4,2,1.0,41324.0,26812.0,26812.0,43180.0,0.7005076142
1824,180416,MT,4,1,0.89836888331242,21266.0,7400.0,22570.0,51910.0,0.8493589744
1825,180461,MT,4,1,0.73004001346247,22358.0,7528.0,28264.0,51532.0,0.8529040404
1826,180489,MT,4,1,0.82137425687819,20680.0,7432.0,28416.0,43967.0,0.7752037752
1828,180595,MT,4,2,0.80659025787965,42238.0,31335.0,31335.0,50117.0,0.7817258883
1830,180692,MT,3,1,0.33333333333333,18488.0,5726.0,17190.0,41931.0,0.7
1833,180832,NE,4,2,0.96,24537.0,14880.0,14880.0,62353.0,0.8011204482
1834,180878,NE,4,2,0.9090909090909,30943.0,17766.0,17766.0,59303.0,0.9034090909
1838,180984,NE,4,2,0.84745762711864,47238.0,36310.0,36310.0,48132.0,0.8315217391
1839,181002,NE,4,2,0.77746409721369,58328.0,44524.0,44524.0,71997.0,0.8751147842
1840,181020,NE,4,2,0.77197958026091,52170.0,37880.0,37880.0,51072.0,0.728
1841,181127,NE,4,2,0.70889487870619,46351.0,33590.0,33590.0,49768.0,0.8271604938
1844,181215,NE,4,1,0.90322580645161,23361.0,7986.0,14238.0,48453.0,0.8167791707
1845,181297,NE,4,2,0.83809523809523,30213.0,16207.0,16207.0,56964.0,0.8371428571
1848,181330,NE,4,2,0.6374926079243,47552.0,36746.0,36746.0,52834.0,0.8009950249
1849,181394,NE,4,1,0.87246343951932,19834.0,8136.0,21718.0,51972.0,0.7687609075
1852,181446,NE,4,2,0.81810929397686,49581.0,38334.0,38334.0,55906.0,0.811965812
1853,181464,NE,4,1,0.81074542897327,24616.0,9872.0,27002.0,55689.0,0.8215108835
1857,181604,NE,4,2,0.38193018480492,32500.0,21800.0,21800.0,51663.0,0.7324840764
1859,181738,NE,4,2,0.98476454293628,37738.0,26060.0,26060.0,49289.0,0.7703703704
1860,181765,NE,2,1,0.81074542897327,17927.0,5483.0,5483.0,55689.0,0.8215108835
1863,181853,NE,4,2,0.61795407098121,31650.0,19900.0,19900.0,40076.0,0.7438016529
1868,182281,NV,4,1,0.83477927063339,19519.0,8737.0,24828.0,53363.0,0.6391242938
1869,182290,NV,4,1,0.88164738350493,23594.0,8588.0,24680.0,59167.0,0.7758112094
1871,182458,NV,4,2,0.66666666666666,49689.0,35508.0,35508.0,47610.0,0.631147541
1874,182634,NH,3,2,0.9306984298863,62719.0,46254.0,46254.0,45141.0,0.8445229682
1875,182670,NH,4,2,0.06171533361546,80184.0,60870.0,60870.0,95540.0,0.8924302789
1878,182795,NH,4,2,0.88532526475037,58634.0,42100.0,42100.0,47068.0,0.783908046
1883,182980,NH,4,2,0.99983198924731,57233.0,40642.0,40642.0,41966.0,0.6836158192
1885,183026,NH,4,2,0.92068829821486,27322.0,15380.0,15380.0,53611.0,0.7313860252
1887,183044,NH,4,1,0.86656891495601,34157.0,18962.0,37202.0,64875.0,0.8791235844
1888,183062,NH,4,1,0.88094245204336,29113.0,14638.0,24994.0,50644.0,0.8067444877
1889,183071,NH,3,1,0.86656891495601,26036.0,15785.0,33985.0,64875.0,0.8791235844
1890,183080,NH,4,1,0.91671528588098,28186.0,14492.0,24432.0,52014.0,0.7764606266
1899,183211,NH,4,2,0.83677910772578,47773.0,35512.0,35512.0,62269.0,0.7767857143
1900,183239,NH,3,2,0.77589218866982,61939.0,43910.0,43910.0,63085.0,0.8922829582
1911,183822,NJ,4,2,0.84033613445378,43583.0,30680.0,30680.0,43765.0,0.537414966
1914,183910,NJ,4,2,0.95964510589582,47653.0,36900.0,36900.0,53908.0,0.6518324607
1916,183974,NJ,4,2,0.97622585438335,49199.0,34498.0,34498.0,54748.0,0.7417102967
1922,184348,NJ,4,2,0.7970073404856,47597.0,42952.0,42952.0,55906.0,0.8064516129
1926,184603,NJ,4,2,0.84642901196496,49246.0,33114.0,33114.0,57054.0,0.7184966839
1927,184612,NJ,4,2,0.91980927611616,48561.0,35700.0,35700.0,55992.0,0.6688311688
1928,184694,NJ,4,2,0.84642901196496,54402.0,33114.0,33114.0,57054.0,0.7184966839
1930,184773,NJ,4,2,0.79601328903654,46725.0,34481.0,34481.0,47161.0,0.6660482375
1931,184782,NJ,4,1,0.83772193155502,31040.0,14376.0,23408.0,56115.0,0.7676767677
1937,185129,NJ,4,1,0.90655209452201,25165.0,15072.0,25364.0,50417.0,0.6350257542
1939,185262,NJ,4,1,0.79155614500442,25272.0,12595.0,19771.0,52714.0,0.6326188881
1944,185572,NJ,4,2,0.83540448343079,53733.0,41680.0,41680.0,65306.0,0.7666195191
1945,185590,NJ,4,1,0.90610454229308,23180.0,13298.0,21418.0,57008.0,0.7245942572
1946,185679,NJ,1,2,1.0,33096.0,24107.0,30527.0,72126.0,0.7113402062
1950,185828,NJ,4,1,0.69139747797547,29862.0,18016.0,34034.0,84495.0,0.843438914
1959,186201,NJ,4,1,0.7010101010101,23579.0,14952.0,24694.0,62810.0,0.7919293821
1961,186283,NJ,4,2,0.81947446251848,58498.0,35850.0,35850.0,59215.0,0.7887109077
1962,186371,NJ,4,1,0.71820336469253,26094.0,15657.0,32299.0,69748.0,0.779382197
1963,186380,NJ,4,1,0.71820336469253,24777.0,15804.0,33005.0,69748.0,0.779382197
1964,186399,NJ,4,1,0.71820336469253,25808.0,15208.0,32409.0,69748.0,0.779382197
1967,186432,NJ,4,2,0.92843547773125,46773.0,38760.0,38760.0,52442.0,0.6160558464
1969,186584,NJ,4,2,0.76611009095955,62269.0,46880.0,46880.0,68307.0,0.8186416185
1971,186618,NJ,4,2,0.73696682464454,46660.0,34876.0,34876.0,48352.0,0.6765957447
1973,186867,NJ,4,2,0.52694346289752,72603.0,56920.0,56920.0,104918.0,0.95
1974,186876,NJ,4,1,0.84536577557227,28450.0,14885.0,22467.0,54393.0,0.7025316456
1978,187134,NJ,4,1,0.61984027710959,24171.0,17287.0,29594.0,70578.0,0.8927899687
1980,187444,NJ,4,1,0.83262457747246,24404.0,14210.0,22948.0,52855.0,0.6851633215
1984,187620,NM,2,1,0.57255684084563,11603.0,1776.0,5664.0,38178.0,0.6504065041
1986,187648,NM,4,1,0.325,14319.0,6648.0,8688.0,36355.0,0.6925418569
1987,187666,NM,2,1,0.325,11654.0,2256.0,5616.0,36355.0,0.6925418569
1991,187912,NM,2,1,0.4072072072072,16920.0,6965.0,14017.0,48208.0,0.55
1992,187958,NM,2,1,0.97267759562841,11577.0,1932.0,4708.0,42925.0,0.679073857
1993,187967,NM,4,1,0.96719681908548,20876.0,8425.0,24254.0,61977.0,0.8823529412
1994,187976,NM,2,1,0.97267759562841,13466.0,2076.0,5568.0,42925.0,0.679073857
1995,187985,NM,4,1,0.97267759562841,20184.0,7905.0,25243.0,42925.0,0.679073857
1996,187994,NM,2,1,0.57255684084563,13103.0,2064.0,5376.0,38178.0,0.6504065041
1997,188003,NM,2,1,0.57255684084563,12622.0,1176.0,4008.0,38178.0,0.6504065041
1998,188021,NM,2,1,0.57255684084563,12410.0,2064.0,4104.0,38178.0,0.6504065041
1999,188030,NM,4,1,0.57255684084563,19510.0,7301.0,23767.0,38178.0,0.6504065041
2000,188049,NM,2,1,0.97267759562841,13729.0,1878.0,5130.0,42925.0,0.679073857
2007,188225,NM,2,1,0.97267759562841,16304.0,1872.0,4752.0,42925.0,0.679073857
2012,188429,NY,4,2,0.77462074110917,54230.0,42475.0,42475.0,70089.0,0.7748798902
2015,188526,NY,4,2,0.71823828345567,48114.0,37115.0,37115.0,125798.0,0.9454976303
2018,188641,NY,4,2,0.67163222809546,52103.0,33864.0,34960.0,51312.0,0.7963636364
2021,188678,NY,2,2,0.71095152603231,59685.0,37230.0,37230.0,25799.0,0.4523809524
2024,188854,NY,3,2,0.22062300812172,60908.0,42960.0,42960.0,27585.0,0.4750778816
2029,189088,NY,4,2,0.61257976298997,75997.0,57968.0,57968.0,42825.0,0.8388888889
2030,189097,NY,3,2,0.11467051467051,72919.0,59687.0,59687.0,74415.0,0.9121447028
2045,189705,NY,4,2,0.81461286804798,39531.0,30910.0,30910.0,57447.0,0.7787810384
2049,189848,NY,3,2,0.67610619469026,53070.0,36668.0,36668.0,47211.0,0.6869806094
2053,190044,NY,4,2,0.74582798459563,70442.0,54370.0,54370.0,86334.0,0.9183673469
2057,190099,NY,4,2,0.17189281641961,77580.0,61966.0,61966.0,86737.0,0.9002770083
2058,190114,NY,4,2,0.77272727272727,33888.0,20188.0,20188.0,41281.0,0.2116788321
2059,190150,NY,4,2,0.04130256913762,70999.0,63530.0,63530.0,97540.0,0.8386100386
2063,190372,NY,4,2,0.14675130694548,58042.0,46820.0,46820.0,76855.0,0.8142857143
2064,190415,NY,4,2,0.08685069753636,77047.0,61015.0,61015.0,98321.0,0.9045301385
2067,190451,NY,2,2,0.48571428571428,31817.0,18037.0,18037.0,62513.0,0.7718120805
2068,190503,NY,4,2,0.98103112840466,51479.0,35550.0,35550.0,45656.0,0.82125
2069,190512,NY,4,1,0.50563284117094,13712.0,7464.0,15414.0,71078.0,0.7721382289
2072,190549,NY,4,1,0.51359304932735,13795.0,7440.0,15390.0,57665.0,0.6324200913
2074,190567,NY,4,1,0.64064153969526,13782.0,7340.0,15290.0,58052.0,0.6238981391
2077,190594,NY,4,1,0.4589636913767,13636.0,7382.0,15332.0,58822.0,0.6486220472
2078,190600,NY,4,1,0.44583000266453,13895.0,7470.0,15420.0,54207.0,0.6220145379
2081,190637,NY,4,1,0.57887939598648,13682.0,7410.0,15360.0,52882.0,0.6204954955
2082,190646,NY,3,1,0.85872970663628,14811.0,7352.0,15302.0,42968.0,0.540166205
2083,190655,NY,3,1,0.82497893850042,13703.0,7320.0,15270.0,47242.0,0.6573556797
2084,190664,NY,4,1,0.6078431372549,13761.0,7538.0,15488.0,58348.0,0.6638207044
2087,190691,NY,4,1,0.67015593416113,13567.0,7358.0,15308.0,52325.0,0.5745192308
2089,190716,NY,4,2,0.92449755567626,37215.0,30108.0,30108.0,61994.0,0.7828467153
2090,190725,NY,4,2,0.78435444790584,41533.0,31250.0,31250.0,56958.0,0.8166666667
2092,190761,NY,4,2,0.75598991172761,42823.0,31460.0,31460.0,60238.0,0.6636568849
2095,190983,NY,4,2,0.93777134587554,49254.0,36228.0,36228.0,53558.0,0.7745098039
2097,191126,NY,4,1,0.51678708032299,17027.0,5913.0,16493.0,59652.0,0.7648678414
2099,191205,NY,4,3,0.45780590717299,38920.0,25235.0,25235.0,40763.0,0.6433823529
2100,191241,NY,4,2,0.58303619665045,70340.0,56161.0,56161.0,78820.0,0.8315191671
2105,191515,NY,3,2,0.14072494669509,74670.0,59970.0,59970.0,77214.0,0.9192982456
2106,191533,NY,3,2,0.95609899823217,59521.0,49814.0,49814.0,52097.0,0.8022284123
2109,191621,NY,4,2,0.92638623326959,33299.0,25680.0,25680.0,44617.0,0.6823899371
2110,191630,NY,4,2,0.67430703624733,76415.0,60240.0,60240.0,68706.0,0.854442344
2111,191649,NY,4,2,0.67756971791368,62994.0,49410.0,49410.0,68703.0,0.7885615251
2112,191676,NY,4,2,0.7906746031746,46227.0,16446.0,16446.0,41253.0,0.8429003021
2115,191931,NY,4,2,0.92558490566037,54268.0,42828.0,42828.0,70388.0,0.808974359
2118,191968,NY,4,2,0.777314986984,65274.0,46760.0,46760.0,62403.0,0.8562906725
2120,192004,NY,3,3,0.86111111111111,18505.0,12945.0,12945.0,32847.0,0.4551724138
2125,192192,NY,4,2,0.93638048177887,51075.0,35030.0,35030.0,51533.0,0.6642728905
2126,192271,NY,4,3,0.84269662921348,48483.0,29454.0,29454.0,57369.0,0.7272727273
2127,192323,NY,4,2,0.73398552666845,49680.0,36610.0,36610.0,60174.0,0.747099768
2128,192448,NY,4,2,0.933191758021,51591.0,39290.0,39290.0,54935.0,0.6724850712
2130,192509,NY,2,3,0.68983957219251,18055.0,11066.0,11066.0,23806.0,0.7011494253
2133,192703,NY,4,2,0.74790680742628,56460.0,47220.0,47220.0,89589.0,0.8615560641
2134,192712,NY,4,2,0.48985507246376,71175.0,50840.0,50840.0,24590.0,0.6857142857
2135,192749,NY,4,2,0.82935038707505,50645.0,40380.0,40380.0,54461.0,0.7847533632
2136,192785,NY,3,2,0.37446808510638,23229.0,16035.0,16035.0,46212.0,0.6532663317
2138,192819,NY,4,2,0.59949926616593,60386.0,43410.0,43410.0,74865.0,0.8576487252
2139,192864,NY,3,2,0.76908368877776,58194.0,37410.0,37410.0,48320.0,0.6409090909
2140,192925,NY,4,2,0.69987922705314,38895.0,33250.0,33250.0,46151.0,0.619133574
2143,193016,NY,4,2,0.85782722917632,29251.0,20734.0,20734.0,49429.0,0.5432525952
2152,193292,NY,4,2,0.79326546593578,45103.0,34310.0,34310.0,72153.0,0.7903711133
2153,193308,NY,4,3,0.39141742522756,24732.0,16686.0,16686.0,40005.0,0.3772727273
2155,193353,NY,4,2,0.91451149425287,49158.0,36132.0,36132.0,62765.0,0.7342767296
2157,193399,NY,4,2,0.8210909090909,50145.0,40980.0,40980.0,56282.0,0.7091722595
2160,193584,NY,4,2,0.85629629629629,52115.0,37815.0,37815.0,52178.0,0.7556440903
2162,193654,NY,4,2,0.66295379537953,57823.0,52494.0,52494.0,55333.0,0.7202797203
2169,193900,NY,4,2,0.12961043583864,75348.0,56500.0,56500.0,79812.0,0.8294741398
2171,193973,NY,4,2,0.92199558985667,47719.0,35980.0,35980.0,55429.0,0.7914847162
2175,194091,NY,4,2,0.80351513993695,51103.0,39760.0,39760.0,63609.0,0.7184567258
2177,194161,NY,4,2,0.99647887323943,41924.0,26500.0,26500.0,44503.0,0.5889212828
2182,194310,NY,4,2,0.87622504537205,60887.0,48830.0,48830.0,69137.0,0.7343131713
2183,194392,NY,3,2,0.74711760184473,48414.0,31115.0,31115.0,43728.0,0.8156424581
2185,194499,NY,3,3,0.3,22656.0,13450.0,13450.0,27543.0,0.4909090909
2186,194569,NY,3,2,1.0,22030.0,17150.0,17150.0,33937.0,0.578125
2187,194578,NY,4,2,0.67861651098207,69670.0,55590.0,55590.0,52718.0,0.8201892744
2194,194824,NY,4,2,0.53017487712881,75824.0,58526.0,58526.0,100141.0,0.9543952412
2195,194958,NY,4,2,0.87388059701492,45375.0,34390.0,34390.0,47191.0,0.7190082645
2196,195003,NY,4,2,0.7136340829266,66396.0,52756.0,52756.0,69250.0,0.8642979452
2197,195030,NY,4,2,0.4054648723328,77995.0,59378.0,59378.0,75226.0,0.8372591006
2201,195128,NY,4,2,0.73089171974522,47846.0,33894.0,33894.0,56762.0,0.7086494689
2203,195164,NY,4,2,0.78108108108108,52697.0,37640.0,37640.0,58527.0,0.8060344828
2204,195173,NY,4,2,0.85249554367201,34472.0,27298.0,27298.0,57888.0,0.6659528908
2205,195191,NY,2,2,0.61538461538461,33571.0,22454.0,22454.0,70640.0,0.7707006369
2206,195216,NY,4,2,0.56545907609737,74641.0,60220.0,60220.0,68520.0,0.8775862069
2207,195234,NY,4,2,0.76331491712707,49272.0,35400.0,35400.0,53474.0,0.7414684592
2208,195243,NY,4,2,0.89202540578687,48015.0,35300.0,35300.0,60394.0,0.7263843648
2209,195289,NY,2,2,0.75,22182.0,14292.0,14292.0,64263.0,0.6103896104
2210,195304,NY,4,2,0.58468104222821,74388.0,59470.0,59470.0,47659.0,0.8507936508
2213,195474,NY,4,2,0.8283122019309,59829.0,40960.0,40960.0,71883.0,0.8635531136
2214,195526,NY,3,2,0.30592340730136,75141.0,60302.0,60302.0,68541.0,0.8636363636
2215,195544,NY,4,2,0.79766252739225,36095.0,30576.0,30576.0,60260.0,0.681850035
2218,195720,NY,4,2,0.7109634551495,48687.0,36352.0,36352.0,58703.0,0.8222891566
2220,195809,NY,4,2,0.85142446529715,54899.0,46050.0,46050.0,68177.0,0.7416452442
2222,196006,NY,3,1,0.82093663911845,24734.0,8857.0,15937.0,50342.0,0.7820620285
2223,196015,NY,3,1,0.95208791208791,20316.0,8689.0,12619.0,42326.0,0.6221408966
2224,196024,NY,4,1,0.88408304498269,24768.0,8640.0,12410.0,46364.0,0.684820394
2225,196033,NY,3,1,0.81007751937984,25031.0,8676.0,18586.0,42620.0,0.7094188377
2226,196042,NY,4,1,0.72508934953538,15236.0,8576.0,18486.0,64404.0,0.7703488372
2227,196051,NY,3,1,0.80844431850382,26314.0,8741.0,18651.0,41679.0,0.6447368421
2228,196060,NY,4,1,0.67989654361627,26681.0,10408.0,28248.0,63760.0,0.7403733956
2229,196079,NY,4,1,0.44152986112867,27411.0,10390.0,26420.0,77436.0,0.8061009818
2230,196088,NY,4,1,0.70087804878048,26550.0,10782.0,28702.0,65856.0,0.7505887894
2231,196097,NY,4,1,0.48058002369546,25860.0,10455.0,28375.0,70686.0,0.78639289
2232,196103,NY,4,1,0.6531971580817,29020.0,9206.0,19966.0,53274.0,0.8491735537
2233,196112,NY,4,1,0.77252419955323,18402.0,8548.0,19308.0,62275.0,0.7593052109
2234,196121,NY,4,1,0.76448717948717,22929.0,8678.0,18588.0,51733.0,0.7333333333
2235,196130,NY,4,1,0.84540101186033,18970.0,8486.0,18396.0,47728.0,0.6737171955
2236,196149,NY,4,1,0.60499124343257,25424.0,8815.0,18725.0,57352.0,0.7610364683
2237,196158,NY,4,1,0.90745501285347,24184.0,8760.0,18670.0,48236.0,0.7587433314
2238,196167,NY,4,1,0.73854773151708,26361.0,8927.0,18837.0,60136.0,0.8266178266
2239,196176,NY,4,1,0.46138439352667,25446.0,8523.0,18433.0,54978.0,0.7533707865
2240,196185,NY,4,1,0.69607645875251,25943.0,8786.0,18696.0,53975.0,0.8234552333
2241,196194,NY,4,1,0.7964661581539,24314.0,8769.0,18679.0,52421.0,0.7562879445
2242,196200,NY,4,1,0.81333333333333,23895.0,8712.0,18622.0,48940.0,0.6606382979
2243,196219,NY,4,1,0.7541388682975,28021.0,8953.0,18863.0,44940.0,0.6562193928
2245,196237,NY,4,1,0.76566225883373,15718.0,8379.0,18289.0,56415.0,0.6444444444
2246,196246,NY,4,1,0.67963760582207,25919.0,8911.0,18821.0,52309.0,0.6962822936
2249,196291,NY,4,1,0.74052232518955,27369.0,8522.0,18432.0,87534.0,0.9116607774
2252,196413,NY,4,2,0.59193085025956,74518.0,57591.0,57591.0,74446.0,0.8536436007
2258,196592,NY,4,2,0.76947236180904,33552.0,20750.0,20750.0,47806.0,0.5781071836
2259,196653,NY,3,2,0.47442680776014,24527.0,18700.0,18700.0,48014.0,0.605313093
2262,196866,NY,3,2,0.47028112449799,75653.0,61659.0,61659.0,74739.0,0.8882352941
2267,197045,NY,4,2,0.89441562404638,35368.0,24214.0,24214.0,56291.0,0.673594132
2268,197133,NY,3,2,0.20148842337375,77004.0,62870.0,62870.0,64639.0,0.9543378995
2269,197142,NY,3,2,0.75570032573289,31388.0,25900.0,25900.0,35285.0,0.6774193548
2270,197151,NY,4,3,0.71292775665399,67606.0,45000.0,45000.0,49515.0,0.7632241814
2271,197197,NY,4,2,0.81730078966259,60374.0,50330.0,50330.0,70488.0,0.8269961977
2273,197230,NY,3,2,0.68297185048454,47171.0,32450.0,32450.0,48069.0,0.6510067114
2274,197285,NY,3,3,0.978,29528.0,22410.0,22410.0,38174.0,0.3506493506
